id;accuracy;altitude;bearing;deviceId;latitude;longitude;speed;timestamp;createdAt;updatedAt
18952;3;49;172.3000030517578;358022066432461;18.5096377;-33.81722225;3.75;1509819681294;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18953;3;51;172.10000610351562;358022066432461;18.50965955;-33.81743065;7.17;1509819685293;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18954;3;51;172.5;358022066432461;18.50967671;-33.81755007;6.49;1509819687297;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18955;3;51;177.5;358022066432461;18.50967718;-33.8176555;6.67;1509819689294;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18956;3;52;170.5;358022066432461;18.50969838;-33.81780163;8.23;1509819691296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18957;3;53;157.8000030517578;358022066432461;18.5097639;-33.81794187;8.11;1509819693291;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18958;3;53;177.5;358022066432461;18.50979072;-33.81808914;7.92;1509819695296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18959;3;51;206.3000030517578;358022066432461;18.50971357;-33.81823198;8.89;1509819697297;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18960;3;50;192.10000610351562;358022066432461;18.50964905;-33.81840551;10.58;1509819699296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18961;3;49;185.6999969482422;358022066432461;18.50962292;-33.81862045;12.14;1509819701291;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18962;3;50;183.1999969482422;358022066432461;18.5096122;-33.81889702;14.87;1509819703296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18963;3;49;181.10000610351562;358022066432461;18.5096078;-33.81922306;17.09;1509819705298;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18964;3;48;181.1999969482422;358022066432461;18.50960108;-33.81954566;18.68;1509819707300;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18965;3;48;180.1999969482422;358022066432461;18.5095993;-33.81987177;18.55;1509819709293;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18966;3;50;180.1999969482422;358022066432461;18.50960695;-33.8201873;17.91;1509819711296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18967;3;50;181.5;358022066432461;18.50960679;-33.82049856;17.07;1509819713294;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18968;3;49;187.60000610351562;358022066432461;18.50956012;-33.82079827;17.32;1509819715295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18969;3;48;194.3000030517578;358022066432461;18.50947027;-33.8211179;18.16;1509819717301;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18970;3;47;197.5;358022066432461;18.50934379;-33.82143156;18.27;1509819719295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18971;3;47;197.39999389648438;358022066432461;18.50922794;-33.82174854;18.12;1509819721296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18972;3;48;198.10000610351562;358022066432461;18.50911757;-33.82205774;17.61;1509819723295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18973;3;49;197.89999389648438;358022066432461;18.50899895;-33.82235609;17.07;1509819725291;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18974;3;50;197.6999969482422;358022066432461;18.50889222;-33.82265751;16.82;1509819727296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18975;3;51;197.5;358022066432461;18.50878312;-33.82291956;15.82;1509819729294;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18976;3;52;197.39999389648438;358022066432461;18.50868511;-33.8231747;14.78;1509819731295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18977;3;52;197.6999969482422;358022066432461;18.50858867;-33.82342101;13.94;1509819733293;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18978;3;51;197.6999969482422;358022066432461;18.50849259;-33.823649;13.08;1509819735296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18979;3;52;197;358022066432461;18.5084278;-33.8238373;9.93;1509819737295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18980;3;52;196.1999969482422;358022066432461;18.50839075;-33.82395099;6.03;1509819739297;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18981;3;54;197.39999389648438;358022066432461;18.5083239;-33.82413313;6.74;1509819743291;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18982;3;55;198.10000610351562;358022066432461;18.50826821;-33.82427995;9.49;1509819745290;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18983;3;54;197.60000610351562;358022066432461;18.50819047;-33.82448576;12.34;1509819747297;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18984;3;54;197.1999969482422;358022066432461;18.50810223;-33.82473345;14.21;1509819749296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18985;3;54;197.5;358022066432461;18.50801387;-33.82498347;15.11;1509819751296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18986;3;53;197.39999389648438;358022066432461;18.50791809;-33.82525558;15.31;1509819753293;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18987;3;53;197.5;358022066432461;18.50781503;-33.82552995;15.42;1509819755296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18988;3;53;197.5;358022066432461;18.50771572;-33.8257842;14.88;1509819757296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18989;3;53;197.39999389648438;358022066432461;18.50762337;-33.82603269;14.43;1509819759295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18990;4;54;198;358022066432461;18.50752694;-33.82627951;14.19;1509819761291;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18991;4;54;197.39999389648438;358022066432461;18.50743474;-33.82651601;13.65;1509819763292;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18992;4;55;197.5;358022066432461;18.50734415;-33.82673681;12.84;1509819765296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18993;4;56;197.5;358022066432461;18.50726889;-33.82694328;11.56;1509819767296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18994;4;56;197.3000030517578;358022066432461;18.50719304;-33.82712429;10.8;1509819769295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18995;4;56;197.5;358022066432461;18.50713487;-33.82729108;9.6;1509819771298;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18996;3;56;197.1999969482422;358022066432461;18.50708272;-33.82741312;7.33;1509819773296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18997;3;56;194.89999389648438;358022066432461;18.50705151;-33.82751121;1.52;1509819781298;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18998;3;55;133.6999969482422;358022066432461;18.50711571;-33.82763488;4.62;1509819785294;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
18999;3;55;120.5999984741211;358022066432461;18.50723636;-33.82769926;7.49;1509819787299;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19000;3;57;121.0999984741211;358022066432461;18.50740536;-33.82778818;9.61;1509819789295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19001;3;55;122.5999984741211;358022066432461;18.50759205;-33.8278903;10.3;1509819791296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19002;3;55;125.9000015258789;358022066432461;18.50779622;-33.82801141;11.29;1509819793295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19003;3;54;141;358022066432461;18.50797031;-33.82816843;11.64;1509819795297;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19004;3;53;150.39999389648438;358022066432461;18.50809894;-33.82834394;11.41;1509819797296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19005;3;53;151.89999389648438;358022066432461;18.50820851;-33.82851182;10.96;1509819799297;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19006;3;51;139;358022066432461;18.50834514;-33.82866845;10.16;1509819801294;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19007;3;49;113.4000015258789;358022066432461;18.50853263;-33.82876297;9.6;1509819803294;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19008;3;50;107.9000015258789;358022066432461;18.50872755;-33.8288171;8.69;1509819805296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19009;3;50;107.5;358022066432461;18.50885741;-33.82884202;5.72;1509819807297;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19010;3;49;51.400001525878906;358022066432461;18.50902978;-33.82881759;4.81;1509819811296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19011;3;50;24;358022066432461;18.50909178;-33.8287174;6.53;1509819813296;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19012;3;50;26;358022066432461;18.50913974;-33.82862609;5;1509819815295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19013;4;50;67.69999694824219;358022066432461;18.50923736;-33.82856218;1.57;1509819819295;2017-11-04 18:26:15.938+00;2017-11-04 18:26:15.938+00
19014;6;45;44.79999923706055;358022066432461;18.50934402;-33.82854086;1.45;1509819859288;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19015;9;33;-1;358022066432461;18.50937979;-33.82861808;0;1509869741168;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19016;3;37;328.70001220703125;358022066432461;18.50926703;-33.82855192;0.34;1509869746164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19017;3;40;225.1999969482422;358022066432461;18.50918719;-33.82861951;2.89;1509869751164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19018;3;43;204.6999969482422;358022066432461;18.50909956;-33.82872412;5;1509869755165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19019;3;42;198.10000610351562;358022066432461;18.50906547;-33.8288156;5.03;1509869757163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19020;4;42;177.5;358022066432461;18.50907304;-33.82892056;2.47;1509869761157;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19021;4;40;126.5;358022066432461;18.50922296;-33.82902083;5.28;1509869765164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19022;3;44;106.5;358022066432461;18.50942182;-33.82904155;5.12;1509869769163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19023;3;42;107.5999984741211;358022066432461;18.50952514;-33.82908927;5.14;1509869771165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19024;3;42;107.30000305175781;358022066432461;18.50970761;-33.8291361;4.92;1509869775166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19025;3;41;107.5;358022066432461;18.50985101;-33.82917005;7.24;1509869777163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19026;3;40;107.30000305175781;358022066432461;18.50999716;-33.82921205;7.73;1509869779163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19027;3;39;107.5;358022066432461;18.5101807;-33.82925854;9.39;1509869781164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19028;3;39;107.5999984741211;358022066432461;18.51038498;-33.82931824;10.17;1509869783177;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19029;3;39;107;358022066432461;18.51059207;-33.82937474;10.1;1509869785162;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19030;3;37;107.80000305175781;358022066432461;18.51080528;-33.8294245;9.72;1509869787164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19031;3;37;107.5999984741211;358022066432461;18.51100232;-33.82947491;9.33;1509869789167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19032;3;38;107.5;358022066432461;18.51118128;-33.82952156;9;1509869791165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19033;3;36;107.19999694824219;358022066432461;18.51137137;-33.82957105;8.75;1509869793159;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19034;3;36;106.80000305175781;358022066432461;18.51154908;-33.82961448;8.38;1509869795165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19035;3;37;107.9000015258789;358022066432461;18.51170896;-33.82965525;7.8;1509869797164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19036;3;37;106.4000015258789;358022066432461;18.51185224;-33.82968273;6.85;1509869799167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19037;3;38;108.0999984741211;358022066432461;18.51198212;-33.82971254;6.54;1509869801164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19038;3;40;107.19999694824219;358022066432461;18.51213789;-33.8297504;7.91;1509869803165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19039;3;40;107.30000305175781;358022066432461;18.5123086;-33.82979964;8.59;1509869805164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19040;3;40;107.19999694824219;358022066432461;18.51249072;-33.82984194;8.62;1509869807164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19041;3;39;107.80000305175781;358022066432461;18.51266318;-33.82988881;8.49;1509869809165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19042;3;39;107.0999984741211;358022066432461;18.51282557;-33.82993585;7.79;1509869811165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19043;3;39;107.4000015258789;358022066432461;18.51296798;-33.82996976;6.82;1509869813166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19044;3;38;107.30000305175781;358022066432461;18.51309387;-33.83000548;6.05;1509869815164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19045;3;36;108.69999694824219;358022066432461;18.51325249;-33.83004795;3.35;1509869819166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19046;3;36;107.5999984741211;358022066432461;18.51336232;-33.83008108;5.83;1509869821165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19047;3;36;106.0999984741211;358022066432461;18.51351517;-33.83012549;7.25;1509869823165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19048;3;36;108.5999984741211;358022066432461;18.51368315;-33.83016911;8.04;1509869825161;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19049;3;37;107.0999984741211;358022066432461;18.51386912;-33.83022377;9.07;1509869827161;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19050;3;38;107.30000305175781;358022066432461;18.51405427;-33.83027638;9.42;1509869829166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19051;3;40;107.80000305175781;358022066432461;18.51425074;-33.83031881;9.28;1509869831165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19052;3;40;106.5999984741211;358022066432461;18.51444588;-33.83036123;9.17;1509869833162;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19053;3;41;101.80000305175781;358022066432461;18.51462735;-33.83039841;8.36;1509869835165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19054;3;39;95;358022066432461;18.51479858;-33.83040213;7.07;1509869837165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19055;3;38;128.39999389648438;358022066432461;18.51491201;-33.83045934;6.35;1509869839167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19056;3;38;157.5;358022066432461;18.514969;-33.83056275;6.8;1509869841162;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19057;3;39;161.5;358022066432461;18.51501302;-33.83068821;7.4;1509869843165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19058;3;38;161.5;358022066432461;18.51504793;-33.83081281;7.35;1509869845164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19059;3;38;160.6999969482422;358022066432461;18.51509119;-33.83092981;7;1509869847165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19060;3;38;159.60000610351562;358022066432461;18.51513799;-33.83103122;6.02;1509869849161;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19061;3;38;139.10000610351562;358022066432461;18.51520344;-33.83112746;2.65;1509869853165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19062;3;36;197.39999389648438;358022066432461;18.51522368;-33.83122023;2.52;1509869857163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19063;3;35;218.3000030517578;358022066432461;18.51515136;-33.83129542;2.49;1509869861164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19064;3;34;208.8000030517578;358022066432461;18.51510513;-33.83138425;2.53;1509869891166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19065;3;35;136.1999969482422;358022066432461;18.51515333;-33.83152791;5.33;1509869895164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19066;3;35;109.5999984741211;358022066432461;18.5153052;-33.83157476;7.87;1509869897161;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19067;3;35;109.4000015258789;358022066432461;18.51552501;-33.83163852;10.72;1509869899167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19068;3;35;110.80000305175781;358022066432461;18.51575348;-33.83171414;11.89;1509869901165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19069;3;36;112.80000305175781;358022066432461;18.51603777;-33.831812;14.17;1509869903166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19070;3;35;110.5;358022066432461;18.51635222;-33.83192061;16.38;1509869905159;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19071;3;36;108.30000305175781;358022066432461;18.51667654;-33.83201605;16.61;1509869907163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19072;3;36;106.19999694824219;358022066432461;18.51704414;-33.83210482;17.97;1509869909165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19073;3;36;104;358022066432461;18.51745123;-33.83219485;19.18;1509869911164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19074;3;37;104.9000015258789;358022066432461;18.5178619;-33.83228188;19.38;1509869913167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19075;3;37;107.5;358022066432461;18.51825546;-33.83237939;19.37;1509869915164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19076;3;38;108;358022066432461;18.51864824;-33.83247974;19.4;1509869917165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19077;3;39;110.0999984741211;358022066432461;18.519042;-33.83259981;19.53;1509869919164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19078;3;38;110.0999984741211;358022066432461;18.51944374;-33.83271916;19.7;1509869921165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19079;3;37;109.30000305175781;358022066432461;18.51985529;-33.8328347;19.72;1509869923165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19080;3;38;109.5999984741211;358022066432461;18.52025524;-33.83294985;19.26;1509869925165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19081;3;38;109.30000305175781;358022066432461;18.52064333;-33.83306253;18.72;1509869927164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19082;3;38;108.19999694824219;358022066432461;18.52101187;-33.83316546;18.2;1509869929167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19083;3;39;107.69999694824219;358022066432461;18.52137914;-33.83325986;17.73;1509869931163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19084;3;39;106.5999984741211;358022066432461;18.52173664;-33.83334943;17.29;1509869933166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19085;3;39;105.5;358022066432461;18.52208653;-33.83343182;16.61;1509869935166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19086;3;39;106.19999694824219;358022066432461;18.52241349;-33.83351273;15.46;1509869937162;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19087;3;39;107;358022066432461;18.52271089;-33.83358818;14.42;1509869939160;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19088;3;39;106.4000015258789;358022066432461;18.52299892;-33.83366621;13.91;1509869941165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19089;3;40;106.4000015258789;358022066432461;18.52326915;-33.83372937;13.07;1509869943168;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19090;4;41;107.0999984741211;358022066432461;18.52352103;-33.8337929;12.05;1509869945165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19091;3;41;108.69999694824219;358022066432461;18.52374143;-33.83387897;10.9;1509869947168;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19092;4;39;106.9000015258789;358022066432461;18.52396182;-33.83393616;9.81;1509869949167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19093;4;38;107.0999984741211;358022066432461;18.5241578;-33.83398152;8.65;1509869951166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19094;3;38;107;358022066432461;18.52431523;-33.83402546;7.59;1509869953162;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19095;3;38;107.9000015258789;358022066432461;18.52444541;-33.83406573;6.65;1509869955162;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19096;3;38;108.19999694824219;358022066432461;18.52458396;-33.83409655;6.76;1509869957164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19097;3;37;108;358022066432461;18.52472902;-33.83413047;7.05;1509869959165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19098;3;37;107.5;358022066432461;18.52486719;-33.83416669;6.93;1509869961162;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19099;3;37;107.69999694824219;358022066432461;18.52502319;-33.8342049;7.94;1509869963164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19100;3;40;107.5;358022066432461;18.52520126;-33.83424097;9.21;1509869965162;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19101;3;41;107.9000015258789;358022066432461;18.52539777;-33.83428414;9.26;1509869967165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19102;3;41;113;358022066432461;18.52558007;-33.83434589;8.69;1509869969166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19103;3;41;130.10000610351562;358022066432461;18.5257206;-33.834438;8.62;1509869971166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19104;3;40;154.3000030517578;358022066432461;18.52582347;-33.83457922;8.89;1509869973166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19105;3;40;184.1999969482422;358022066432461;18.52582424;-33.83475586;10.11;1509869975167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19106;3;40;185.6999969482422;358022066432461;18.52579931;-33.83495191;11.28;1509869977166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19107;3;41;186;358022066432461;18.52577597;-33.83517131;12.69;1509869979165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19108;3;42;186.1999969482422;358022066432461;18.52574386;-33.8354158;14.15;1509869981166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19109;3;41;185.8000030517578;358022066432461;18.52570994;-33.83569019;15.45;1509869983167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19110;3;42;185.8000030517578;358022066432461;18.52568671;-33.83597596;15.38;1509869985166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19111;3;42;185.6999969482422;358022066432461;18.52565555;-33.83626772;15.81;1509869987160;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19112;3;43;185.60000610351562;358022066432461;18.52562025;-33.83656835;16.45;1509869989169;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19113;3;43;185.89999389648438;358022066432461;18.52557911;-33.83688161;17.55;1509869991167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19114;3;43;185.8000030517578;358022066432461;18.52553593;-33.83722039;18.79;1509869993166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19115;3;43;186.10000610351562;358022066432461;18.52548777;-33.83758277;19.97;1509869995163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19116;3;42;186;358022066432461;18.52544108;-33.83795784;21.07;1509869997164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19117;3;42;186.39999389648438;358022066432461;18.52539242;-33.838357;22.24;1509869999168;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19118;3;42;188;358022066432461;18.52532092;-33.83876195;23.53;1509870001167;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19119;3;41;190.1999969482422;358022066432461;18.52523516;-33.83919285;24.56;1509870003163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19120;3;40;192.89999389648438;358022066432461;18.52511795;-33.83964867;25.96;1509870005166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19121;3;41;194.3000030517578;358022066432461;18.52496953;-33.84012413;27.37;1509870007165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19122;3;42;196.8000030517578;358022066432461;18.52479993;-33.84060688;28.28;1509870009166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19123;3;42;198.6999969482422;358022066432461;18.52459913;-33.84111153;29.31;1509870011164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19124;3;44;201.60000610351562;358022066432461;18.52434363;-33.84164156;30.74;1509870013163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19125;3;46;204.10000610351562;358022066432461;18.52408294;-33.84214815;30.99;1509870015163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19126;3;46;205.1999969482422;358022066432461;18.52382226;-33.84261472;27.11;1509870017163;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19127;3;45;204.1999969482422;358022066432461;18.52361614;-33.84298118;21.71;1509870019160;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19128;3;44;203.6999969482422;358022066432461;18.52345755;-33.84328184;17.83;1509870021164;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19129;3;44;205.6999969482422;358022066432461;18.523308;-33.84355048;16.51;1509870023165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19130;3;44;206.3000030517578;358022066432461;18.52316028;-33.84380156;15.26;1509870025166;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19131;3;44;205.89999389648438;358022066432461;18.52302239;-33.84402416;13.56;1509870027161;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
19132;3;43;205.89999389648438;358022066432461;18.52290537;-33.8442347;12.15;1509870029165;2017-11-05 11:03:26.493+00;2017-11-05 11:03:26.493+00
